Date,Month,Month,Precip (in),,Month,Precip (in)
"September 29, 2011",092011,092011,0,,,
"September 30, 2011",092011,092011,0,,,
"October 1, 2011",102011,102011,0,,,
"October 2, 2011",102011,102011,0,,,
"October 3, 2011",102011,102011,0,,,
"October 4, 2011",102011,102011,0.0325,,,
"October 5, 2011",102011,102011,0.052857143,,,
"October 6, 2011",102011,102011,0.03625,,,
"October 7, 2011",102011,102011,0,,,
"October 8, 2011",102011,102011,0,,,
"October 9, 2011",102011,102011,0,,,
"October 10, 2011",102011,102011,0,,,
"October 11, 2011",102011,102011,0,,,
"October 12, 2011",102011,102011,0,,,
"October 13, 2011",102011,102011,0,,,
"October 14, 2011",102011,102011,0,,,
"October 15, 2011",102011,102011,0,,,
"October 16, 2011",102011,102011,0,,,
"October 17, 2011",102011,102011,0,,,
"October 18, 2011",102011,102011,0,,,
"October 19, 2011",102011,102011,0,,,
"October 20, 2011",102011,102011,0,,,
"October 21, 2011",102011,102011,0,,,
"October 22, 2011",102011,102011,0,,,
"October 23, 2011",102011,102011,0,,,
"October 24, 2011",102011,102011,0,,,
"October 25, 2011",102011,102011,0.02625,,,
"October 26, 2011",102011,102011,0.0125,,,
"October 27, 2011",102011,102011,0,,,
"October 28, 2011",102011,102011,0,,,
"October 29, 2011",102011,102011,0,,,
"October 30, 2011",102011,102011,0,,,
"October 31, 2011",102011,102011,0,,,
"November 1, 2011",112011,112011,0,,,
"November 2, 2011",112011,112011,0,,,
"November 3, 2011",112011,112011,0,,,
"November 4, 2011",112011,112011,0.08,,,
"November 5, 2011",112011,112011,0.5075,,,
"November 6, 2011",112011,112011,0,,,
"November 7, 2011",112011,112011,0.2825,,,
"November 8, 2011",112011,112011,0.007142857,,,
"November 9, 2011",112011,112011,0,,,
"November 10, 2011",112011,112011,0,,,
"November 11, 2011",112011,112011,0,,,
"November 12, 2011",112011,112011,0.00875,,,
"November 13, 2011",112011,112011,0.14875,,,
"November 14, 2011",112011,112011,0,,,
"November 15, 2011",112011,112011,0,,,
"November 16, 2011",112011,112011,0,,,
"November 17, 2011",112011,112011,0,,,
"November 18, 2011",112011,112011,0,,,
"November 19, 2011",112011,112011,0,,,
"November 20, 2011",112011,112011,0,,,
"November 21, 2011",112011,112011,0.03125,,,
"November 22, 2011",112011,112011,0,,,
"November 23, 2011",112011,112011,0,,,
"November 24, 2011",112011,112011,0,,,
"November 25, 2011",112011,112011,0.024285714,,,
"November 26, 2011",112011,112011,0,,,
"November 27, 2011",112011,112011,0,,,
"November 28, 2011",112011,112011,0,,,
"November 29, 2011",112011,112011,0,,,
"November 30, 2011",112011,112011,0,,,
"December 1, 2011",122011,122011,0.01125,,,
"December 2, 2011",122011,122011,0.01875,,,
"December 3, 2011",122011,122011,0.0625,,,
"December 4, 2011",122011,122011,0.01,,,
"December 5, 2011",122011,122011,0.015,,,
"December 6, 2011",122011,122011,0,,,
"December 7, 2011",122011,122011,0,,,
"December 8, 2011",122011,122011,0,,,
"December 9, 2011",122011,122011,0,,,
"December 10, 2011",122011,122011,0,,,
"December 11, 2011",122011,122011,0,,,
"December 12, 2011",122011,122011,0.3275,,,
"December 13, 2011",122011,122011,0.72125,,,
"December 14, 2011",122011,122011,0.25,,,
"December 15, 2011",122011,122011,0,,,
"December 16, 2011",122011,122011,0,,,
"December 17, 2011",122011,122011,0,,,
"December 18, 2011",122011,122011,0.11,,,
"December 19, 2011",122011,122011,0.02125,,,
"December 20, 2011",122011,122011,0.0025,,,
"December 21, 2011",122011,122011,0,,,
"December 22, 2011",122011,122011,0,,,
"December 23, 2011",122011,122011,0,,,
"December 24, 2011",122011,122011,0,,,
"December 25, 2011",122011,122011,0,,,
"December 26, 2011",122011,122011,0,,,
"December 27, 2011",122011,122011,0,,,
"December 28, 2011",122011,122011,0,,,
"December 29, 2011",122011,122011,0,,,
"December 30, 2011",122011,122011,0,,,
"December 31, 2011",122011,122011,0,,,
"January 1, 2012",012012,012012,0,,,
"January 2, 2012",012012,012012,0,,,
"January 3, 2012",012012,012012,0,,,
"January 4, 2012",012012,012012,0,,,
"January 5, 2012",012012,012012,0,,,
"January 6, 2012",012012,012012,0,,,
"January 7, 2012",012012,012012,0,,,
"January 8, 2012",012012,012012,0,,,
"January 9, 2012",012012,012012,0,,,
"January 10, 2012",012012,012012,0,,,
"January 11, 2012",012012,012012,0,,,
"January 12, 2012",012012,012012,0,,,
"January 13, 2012",012012,012012,0,,,
"January 14, 2012",012012,012012,0,,,
"January 15, 2012",012012,012012,0,,,
"January 16, 2012",012012,012012,0.0325,,,
"January 17, 2012",012012,012012,0,,,
"January 18, 2012",012012,012012,0,,,
"January 19, 2012",012012,012012,0,,,
"January 20, 2012",012012,012012,0,,,
"January 21, 2012",012012,012012,0,,,
"January 22, 2012",012012,012012,0,,,
"January 23, 2012",012012,012012,0,,,
"January 24, 2012",012012,012012,0,,,
"January 25, 2012",012012,012012,0,,,
"January 26, 2012",012012,012012,0,,,
"January 27, 2012",012012,012012,0,,,
"January 28, 2012",012012,012012,0,,,
"January 29, 2012",012012,012012,0,,,
"January 30, 2012",012012,012012,0,,,
"January 31, 2012",012012,012012,0,,,
"February 1, 2012",022012,022012,0,,,
"February 2, 2012",022012,022012,0,,,
"February 3, 2012",022012,022012,0,,,
"February 4, 2012",022012,022012,0,,,
"February 5, 2012",022012,022012,0,,,
"February 6, 2012",022012,022012,0,,,
"February 7, 2012",022012,022012,0,,,
"February 8, 2012",022012,022012,0,,,
"February 9, 2012",022012,022012,0,,,
"February 10, 2012",022012,022012,0,,,
"February 11, 2012",022012,022012,0,,,
"February 12, 2012",022012,022012,0,,,
"February 13, 2012",022012,022012,0,,,
"February 14, 2012",022012,022012,0.02125,,,
"February 15, 2012",022012,022012,0.01,,,
"February 16, 2012",022012,022012,0,,,
"February 17, 2012",022012,022012,0,,,
"February 18, 2012",022012,022012,0,,,
"February 19, 2012",022012,022012,0,,,
"February 20, 2012",022012,022012,0,,,
"February 21, 2012",022012,022012,0,,,
"February 22, 2012",022012,022012,0,,,
"February 23, 2012",022012,022012,0,,,
"February 24, 2012",022012,022012,0,,,
"February 25, 2012",022012,022012,0,,,
"February 26, 2012",022012,022012,0,,,
"February 27, 2012",022012,022012,0,,,
"February 28, 2012",022012,022012,0.008333333,,,
"February 29, 2012",022012,022012,0,,,
"March 1, 2012",032012,032012,0,,,
"March 2, 2012",032012,032012,0,,,
"March 3, 2012",032012,032012,0,,,
"March 4, 2012",032012,032012,0,,,
"March 5, 2012",032012,032012,0,,,
"March 6, 2012",032012,032012,0,,,
"March 7, 2012",032012,032012,0,,,
"March 8, 2012",032012,032012,0,,,
"March 9, 2012",032012,032012,0,,,
"March 10, 2012",032012,032012,0,,,
"March 11, 2012",032012,032012,0,,,
"March 12, 2012",032012,032012,0,,,
"March 13, 2012",032012,032012,0,,,
"March 14, 2012",032012,032012,0,,,
"March 15, 2012",032012,032012,0,,,
"March 16, 2012",032012,032012,0,,,
"March 17, 2012",032012,032012,0,,,
"March 18, 2012",032012,032012,0.6325,,,
"March 19, 2012",032012,032012,0.035,,,
"March 20, 2012",032012,032012,0,,,
"March 21, 2012",032012,032012,0,,,
"March 22, 2012",032012,032012,0,,,
"March 23, 2012",032012,032012,0,,,
"March 24, 2012",032012,032012,0,,,
"March 25, 2012",032012,032012,0,,,
"March 26, 2012",032012,032012,0,,,
"March 27, 2012",032012,032012,0,,,
"March 28, 2012",032012,032012,0,,,
"March 29, 2012",032012,032012,0,,,
"March 30, 2012",032012,032012,0,,,
"March 31, 2012",032012,032012,0,,,
"April 1, 2012",042012,042012,0,,,
"April 2, 2012",042012,042012,0,,,
"April 3, 2012",042012,042012,0,,,
"April 4, 2012",042012,042012,0,,,
"April 5, 2012",042012,042012,0,,,
"April 6, 2012",042012,042012,0,,,
"April 7, 2012",042012,042012,0,,,
"April 8, 2012",042012,042012,0,,,
"April 9, 2012",042012,042012,0,,,
"April 10, 2012",042012,042012,0,,,
"April 11, 2012",042012,042012,0,,,
"April 12, 2012",042012,042012,0,,,
"April 13, 2012",042012,042012,0,,,
"April 14, 2012",042012,042012,0.07125,,,
"April 15, 2012",042012,042012,0,,,
"April 16, 2012",042012,042012,0,,,
"April 17, 2012",042012,042012,0,,,
"April 18, 2012",042012,042012,0,,,
"April 19, 2012",042012,042012,0,,,
"April 20, 2012",042012,042012,0,,,
"April 21, 2012",042012,042012,0,,,
"April 22, 2012",042012,042012,0,,,
"April 23, 2012",042012,042012,0,,,
"April 24, 2012",042012,042012,0,,,
"April 25, 2012",042012,042012,0,,,
"April 26, 2012",042012,042012,0.081428571,,,
"April 27, 2012",042012,042012,0,,,
"April 28, 2012",042012,042012,0,,,
"April 29, 2012",042012,042012,0,,,
"April 30, 2012",042012,042012,0,,,
"May 1, 2012",052012,052012,0,,,
"May 2, 2012",052012,052012,0,,,
"May 3, 2012",052012,052012,0,,,
"May 4, 2012",052012,052012,0,,,
"May 5, 2012",052012,052012,0,,,
"May 6, 2012",052012,052012,0,,,
"May 7, 2012",052012,052012,0,,,
"May 8, 2012",052012,052012,0,,,
"May 9, 2012",052012,052012,0.0825,,,
"May 10, 2012",052012,052012,0.001428571,,,
"May 11, 2012",052012,052012,0,,,
"May 12, 2012",052012,052012,0,,,
"May 13, 2012",052012,052012,0,,,
"May 14, 2012",052012,052012,0,,,
"May 15, 2012",052012,052012,0,,,
"May 16, 2012",052012,052012,0,,,
"May 17, 2012",052012,052012,0,,,
"May 18, 2012",052012,052012,0,,,
"May 19, 2012",052012,052012,0,,,
"May 20, 2012",052012,052012,0,,,
"May 21, 2012",052012,052012,0,,,
"May 22, 2012",052012,052012,0,,,
"May 23, 2012",052012,052012,0,,,
"May 24, 2012",052012,052012,0,,,
"May 25, 2012",052012,052012,0,,,
"May 26, 2012",052012,052012,0,,,
"May 27, 2012",052012,052012,0,,,
"May 28, 2012",052012,052012,0,,,
"May 29, 2012",052012,052012,0,,,
"May 30, 2012",052012,052012,0,,,
"May 31, 2012",052012,052012,0,,,
"June 1, 2012",062012,062012,0,,,
"June 2, 2012",062012,062012,0,,,
"June 3, 2012",062012,062012,0,,,
"June 4, 2012",062012,062012,0,,,
"June 5, 2012",062012,062012,0,,,
"June 6, 2012",062012,062012,0,,,
"June 7, 2012",062012,062012,0,,,
"June 8, 2012",062012,062012,0,,,
"June 9, 2012",062012,062012,0,,,
"June 10, 2012",062012,062012,0,,,
"June 11, 2012",062012,062012,0,,,
"June 12, 2012",062012,062012,0,,,
"June 13, 2012",062012,062012,0,,,
"June 14, 2012",062012,062012,0,,,
"June 15, 2012",062012,062012,0,,,
"June 16, 2012",062012,062012,0,,,
"June 17, 2012",062012,062012,0,,,
"June 18, 2012",062012,062012,0,,,
"June 19, 2012",062012,062012,0,,,
"June 20, 2012",062012,062012,0,,,
"June 21, 2012",062012,062012,0,,,
"June 22, 2012",062012,062012,0,,,
"June 23, 2012",062012,062012,0,,,
"June 24, 2012",062012,062012,0,,,
"June 25, 2012",062012,062012,0,,,
"June 26, 2012",062012,062012,0,,,
"June 27, 2012",062012,062012,0,,,
"June 28, 2012",062012,062012,0,,,
"June 29, 2012",062012,062012,0,,,
"June 30, 2012",062012,062012,0,,,
"July 1, 2012",072012,072012,0,,,
"July 2, 2012",072012,072012,0,,,
"July 3, 2012",072012,072012,0,,,
"July 4, 2012",072012,072012,0.145714286,,,
"July 5, 2012",072012,072012,0.00125,,,
"July 6, 2012",072012,072012,0,,,
"July 7, 2012",072012,072012,0,,,
"July 8, 2012",072012,072012,0,,,
"July 9, 2012",072012,072012,0,,,
"July 10, 2012",072012,072012,0,,,
"July 11, 2012",072012,072012,0.03,,,
"July 12, 2012",072012,072012,0.122857143,,,
"July 13, 2012",072012,072012,0.045,,,
"July 14, 2012",072012,072012,0.15875,,,
"July 15, 2012",072012,072012,0.08875,,,
"July 16, 2012",072012,072012,0.0025,,,
"July 17, 2012",072012,072012,0,,,
"July 18, 2012",072012,072012,0,,,
"July 19, 2012",072012,072012,0,,,
"July 20, 2012",072012,072012,0,,,
"July 21, 2012",072012,072012,0.0125,,,
"July 22, 2012",072012,072012,0.1975,,,
"July 23, 2012",072012,072012,0,,,
"July 24, 2012",072012,072012,0.2325,,,
"July 25, 2012",072012,072012,0,,,
"July 26, 2012",072012,072012,0,,,
"July 27, 2012",072012,072012,0,,,
"July 28, 2012",072012,072012,0.087142857,,,
"July 29, 2012",072012,072012,0.1625,,,
"July 30, 2012",072012,072012,0.067142857,,,
"July 31, 2012",072012,072012,0.08375,,,
"August 1, 2012",082012,082012,0,,,
"August 2, 2012",082012,082012,0,,,
"August 3, 2012",082012,082012,0,,,
"August 4, 2012",082012,082012,0,,,
"August 5, 2012",082012,082012,0.00125,,,
"August 6, 2012",082012,082012,0.01125,,,
"August 7, 2012",082012,082012,0,,,
"August 8, 2012",082012,082012,0,,,
"August 9, 2012",082012,082012,0.025714286,,,
"August 10, 2012",082012,082012,0,,,
"August 11, 2012",082012,082012,0,,,
"August 12, 2012",082012,082012,0,,,
"August 13, 2012",082012,082012,0,,,
"August 14, 2012",082012,082012,0.01375,,,
"August 15, 2012",082012,082012,0.0075,,,
"August 16, 2012",082012,082012,0.0075,,,
"August 17, 2012",082012,082012,0.14,,,
"August 18, 2012",082012,082012,0,,,
"August 19, 2012",082012,082012,0,,,
"August 20, 2012",082012,082012,0,,,
"August 21, 2012",082012,082012,0.155,,,
"August 22, 2012",082012,082012,0.304285714,,,
"August 23, 2012",082012,082012,0.69625,,,
"August 24, 2012",082012,082012,0.178571429,,,
"August 25, 2012",082012,082012,0.00125,,,
"August 26, 2012",082012,082012,0,,,
"August 27, 2012",082012,082012,0.0125,,,
"August 28, 2012",082012,082012,0,,,
"August 29, 2012",082012,082012,0.001428571,,,
"August 30, 2012",082012,082012,0,,,
"August 31, 2012",082012,082012,0,,,
"September 1, 2012",092012,092012,0,,,
"September 2, 2012",092012,092012,0,,,
"September 3, 2012",092012,092012,0,,,
"September 4, 2012",092012,092012,0.05375,,,
"September 5, 2012",092012,092012,0.001428571,,,
"September 6, 2012",092012,092012,0.005714286,,,
"September 7, 2012",092012,092012,0.61,,,
"September 8, 2012",092012,092012,0.13,,,
"September 9, 2012",092012,092012,0.02,,,
"September 10, 2012",092012,092012,0.09625,,,
"September 11, 2012",092012,092012,0.135714286,,,
"September 12, 2012",092012,092012,0.0225,,,
"September 13, 2012",092012,092012,0,,,
"September 14, 2012",092012,092012,0,,,
"September 15, 2012",092012,092012,0,,,
"September 16, 2012",092012,092012,0,,,
"September 17, 2012",092012,092012,0,,,
"September 18, 2012",092012,092012,0,,,
"September 19, 2012",092012,092012,0,,,
"September 20, 2012",092012,092012,0,,,
"September 21, 2012",092012,092012,0,,,
"September 22, 2012",092012,092012,0,,,
"September 23, 2012",092012,092012,0,,,
"September 24, 2012",092012,092012,0,,,
"September 25, 2012",092012,092012,0,,,
"September 26, 2012",092012,092012,0,,,
"September 27, 2012",092012,092012,0,,,
"September 28, 2012",092012,092012,0,,,
"September 29, 2012",092012,092012,0,,,
"September 30, 2012",092012,092012,0,,,
"October 1, 2012",102012,102012,0,,,
"October 2, 2012",102012,102012,0,,,
"October 3, 2012",102012,102012,0,,,
"October 4, 2012",102012,102012,0,,,
"October 5, 2012",102012,102012,0,,,
"October 6, 2012",102012,102012,0,,,
"October 7, 2012",102012,102012,0,,,
"October 8, 2012",102012,102012,0,,,
"October 9, 2012",102012,102012,0,,,
"October 10, 2012",102012,102012,0,,,
"October 11, 2012",102012,102012,0.021428571,,,
"October 12, 2012",102012,102012,0.16875,,,
"October 13, 2012",102012,102012,0,,,
"October 14, 2012",102012,102012,0,,,
"October 15, 2012",102012,102012,0,,,
"October 16, 2012",102012,102012,0,,,
"October 17, 2012",102012,102012,0,,,
"October 18, 2012",102012,102012,0,,,
"October 19, 2012",102012,102012,0,,,
"October 20, 2012",102012,102012,0,,,
"October 21, 2012",102012,102012,0,,,
"October 22, 2012",102012,102012,0,,,
"October 23, 2012",102012,102012,0,,,
"October 24, 2012",102012,102012,0,,,
"October 25, 2012",102012,102012,0,,,
"October 26, 2012",102012,102012,0,,,
"October 27, 2012",102012,102012,0,,,
"October 28, 2012",102012,102012,0,,,
"October 29, 2012",102012,102012,0,,,
"October 30, 2012",102012,102012,0,,,
"October 31, 2012",102012,102012,0,,,
"November 1, 2012",112012,112012,0,,,
"November 2, 2012",112012,112012,0,,,
"November 3, 2012",112012,112012,0,,,
"November 4, 2012",112012,112012,0,,,
"November 5, 2012",112012,112012,0,,,
"November 6, 2012",112012,112012,0,,,
"November 7, 2012",112012,112012,0,,,
"November 8, 2012",112012,112012,0.005,,,
"November 9, 2012",112012,112012,0.04125,,,
"November 10, 2012",112012,112012,0.18,,,
"November 11, 2012",112012,112012,0.004285714,,,
"November 12, 2012",112012,112012,0,,,
"November 13, 2012",112012,112012,0,,,
"November 14, 2012",112012,112012,0,,,
"November 15, 2012",112012,112012,0,,,
"November 16, 2012",112012,112012,0,,,
"November 17, 2012",112012,112012,0,,,
"November 18, 2012",112012,112012,0,,,
"November 19, 2012",112012,112012,0,,,
"November 20, 2012",112012,112012,0,,,
"November 21, 2012",112012,112012,0,,,
"November 22, 2012",112012,112012,0,,,
"November 23, 2012",112012,112012,0,,,
"November 24, 2012",112012,112012,0,,,
"November 25, 2012",112012,112012,0,,,
"November 26, 2012",112012,112012,0,,,
"November 27, 2012",112012,112012,0,,,
"November 28, 2012",112012,112012,0,,,
"November 29, 2012",112012,112012,0,,,
"November 30, 2012",112012,112012,0,,,
"December 1, 2012",122012,122012,0,,,
"December 2, 2012",122012,122012,0,,,
"December 3, 2012",122012,122012,0,,,
"December 4, 2012",122012,122012,0,,,
"December 5, 2012",122012,122012,0,,,
"December 6, 2012",122012,122012,0,,,
"December 7, 2012",122012,122012,0,,,
"December 8, 2012",122012,122012,0,,,
"December 9, 2012",122012,122012,0,,,
"December 10, 2012",122012,122012,0,,,
"December 11, 2012",122012,122012,0,,,
"December 12, 2012",122012,122012,0.01375,,,
"December 13, 2012",122012,122012,0.071428571,,,
"December 14, 2012",122012,122012,0.675714286,,,
"December 15, 2012",122012,122012,0.567142857,,,
"December 16, 2012",122012,122012,0.057142857,,,
"December 17, 2012",122012,122012,0,,,
"December 18, 2012",122012,122012,0.052857143,,,
"December 19, 2012",122012,122012,0.127142857,,,
"December 20, 2012",122012,122012,0,,,
"December 21, 2012",122012,122012,0,,,
"December 22, 2012",122012,122012,0,,,
"December 23, 2012",122012,122012,0,,,
"December 24, 2012",122012,122012,0,,,
"December 25, 2012",122012,122012,0,,,
"December 26, 2012",122012,122012,0,,,
"December 27, 2012",122012,122012,0,,,
"December 28, 2012",122012,122012,0,,,
"December 29, 2012",122012,122012,0,,,
"December 30, 2012",122012,122012,0.005,,,
"December 31, 2012",122012,122012,0.05625,,,
"January 1, 2013",012013,012013,0,,,
"January 2, 2013",012013,012013,0,,,
"January 3, 2013",012013,012013,0,,,
"January 4, 2013",012013,012013,0,,,
"January 5, 2013",012013,012013,0,,,
"January 6, 2013",012013,012013,0,,,
"January 7, 2013",012013,012013,0,,,
"January 8, 2013",012013,012013,0,,,
"January 9, 2013",012013,012013,0,,,
"January 10, 2013",012013,012013,0.00125,,,
"January 11, 2013",012013,012013,0.01,,,
"January 12, 2013",012013,012013,0,,,
"January 13, 2013",012013,012013,0,,,
"January 14, 2013",012013,012013,0,,,
"January 15, 2013",012013,012013,0,,,
"January 16, 2013",012013,012013,0,,,
"January 17, 2013",012013,012013,0,,,
"January 18, 2013",012013,012013,0,,,
"January 19, 2013",012013,012013,0,,,
"January 20, 2013",012013,012013,0,,,
"January 21, 2013",012013,012013,0,,,
"January 22, 2013",012013,012013,0,,,
"January 23, 2013",012013,012013,0.00375,,,
"January 24, 2013",012013,012013,0.0125,,,
"January 25, 2013",012013,012013,0.00625,,,
"January 26, 2013",012013,012013,1.5825,,,
"January 27, 2013",012013,012013,0.49625,,,
"January 28, 2013",012013,012013,0.134285714,,,
"January 29, 2013",012013,012013,0.00375,,,
"January 30, 2013",012013,012013,0,,,
"January 31, 2013",012013,012013,0,,,
"February 1, 2013",022013,022013,0,,,
"February 2, 2013",022013,022013,0,,,
"February 3, 2013",022013,022013,0,,,
"February 4, 2013",022013,022013,0,,,
"February 5, 2013",022013,022013,0,,,
"February 6, 2013",022013,022013,0,,,
"February 7, 2013",022013,022013,0,,,
"February 8, 2013",022013,022013,0,,,
"February 9, 2013",022013,022013,0.02875,,,
"February 10, 2013",022013,022013,0.00125,,,
"February 11, 2013",022013,022013,0.03625,,,
"February 12, 2013",022013,022013,0,,,
"February 13, 2013",022013,022013,0,,,
"February 14, 2013",022013,022013,0,,,
"February 15, 2013",022013,022013,0,,,
"February 16, 2013",022013,022013,0,,,
"February 17, 2013",022013,022013,0,,,
"February 18, 2013",022013,022013,0,,,
"February 19, 2013",022013,022013,0,,,
"February 20, 2013",022013,022013,0.4625,,,
"February 21, 2013",022013,022013,0.0675,,,
"February 22, 2013",022013,022013,0,,,
"February 23, 2013",022013,022013,0,,,
"February 24, 2013",022013,022013,0,,,
"February 25, 2013",022013,022013,0,,,
"February 26, 2013",022013,022013,0,,,
"February 27, 2013",022013,022013,0,,,
"February 28, 2013",022013,022013,0,,,
"March 1, 2013",032013,032013,0,,,
"March 2, 2013",032013,032013,0,,,
"March 3, 2013",032013,032013,0,,,
"March 4, 2013",032013,032013,0,,,
"March 5, 2013",032013,032013,0,,,
"March 6, 2013",032013,032013,0,,,
"March 7, 2013",032013,032013,0,,,
"March 8, 2013",032013,032013,0.815714286,,,
"March 9, 2013",032013,032013,0.3475,,,
"March 10, 2013",032013,032013,0,,,
"March 11, 2013",032013,032013,0,,,
"March 12, 2013",032013,032013,0,,,
"March 13, 2013",032013,032013,0,,,
"March 14, 2013",032013,032013,0,,,
"March 15, 2013",032013,032013,0,,,
"March 16, 2013",032013,032013,0,,,
"March 17, 2013",032013,032013,0,,,
"March 18, 2013",032013,032013,0,,,
"March 19, 2013",032013,032013,0,,,
"March 20, 2013",032013,032013,0,,,
"March 21, 2013",032013,032013,0,,,
"March 22, 2013",032013,032013,0,,,
"March 23, 2013",032013,032013,0,,,
"March 24, 2013",032013,032013,0,,,
"March 25, 2013",032013,032013,0,,,
"March 26, 2013",032013,032013,0,,,
"March 27, 2013",032013,032013,0,,,
"March 28, 2013",032013,032013,0,,,
"March 29, 2013",032013,032013,0,,,
"March 30, 2013",032013,032013,0,,,
"March 31, 2013",032013,032013,0,,,
"April 1, 2013",042013,042013,0,,,
"April 2, 2013",042013,042013,0,,,
"April 3, 2013",042013,042013,0,,,
"April 4, 2013",042013,042013,0,,,
"April 5, 2013",042013,042013,0,,,
"April 6, 2013",042013,042013,0,,,
"April 7, 2013",042013,042013,0,,,
"April 8, 2013",042013,042013,0.031428571,,,
"April 9, 2013",042013,042013,0.07875,,,
"April 10, 2013",042013,042013,0,,,
"April 11, 2013",042013,042013,0,,,
"April 12, 2013",042013,042013,0,,,
"April 13, 2013",042013,042013,0,,,
"April 14, 2013",042013,042013,0,,,
"April 15, 2013",042013,042013,0,,,
"April 16, 2013",042013,042013,0,,,
"April 17, 2013",042013,042013,0,,,
"April 18, 2013",042013,042013,0,,,
"April 19, 2013",042013,042013,0,,,
"April 20, 2013",042013,042013,0,,,
"April 21, 2013",042013,042013,0,,,
"April 22, 2013",042013,042013,0,,,
"April 23, 2013",042013,042013,0,,,
"April 24, 2013",042013,042013,0,,,
"April 25, 2013",042013,042013,0,,,
"April 26, 2013",042013,042013,0,,,
"April 27, 2013",042013,042013,0,,,
"April 28, 2013",042013,042013,0,,,
"April 29, 2013",042013,042013,0,,,
"April 30, 2013",042013,042013,0,,,
"May 1, 2013",052013,052013,0,,,
"May 2, 2013",052013,052013,0,,,
"May 3, 2013",052013,052013,0,,,
"May 4, 2013",052013,052013,0,,,
"May 5, 2013",052013,052013,0,,,
"May 6, 2013",052013,052013,0,,,
"May 7, 2013",052013,052013,0,,,
"May 8, 2013",052013,052013,0,,,
"May 9, 2013",052013,052013,0,,,
"May 10, 2013",052013,052013,0,,,
"May 11, 2013",052013,052013,0,,,
"May 12, 2013",052013,052013,0,,,
"May 13, 2013",052013,052013,0,,,
"May 14, 2013",052013,052013,0,,,
"May 15, 2013",052013,052013,0,,,
"May 16, 2013",052013,052013,0,,,
"May 17, 2013",052013,052013,0,,,
"May 18, 2013",052013,052013,0,,,
"May 19, 2013",052013,052013,0,,,
"May 20, 2013",052013,052013,0,,,
"May 21, 2013",052013,052013,0,,,
"May 22, 2013",052013,052013,0,,,
"May 23, 2013",052013,052013,0,,,
"May 24, 2013",052013,052013,0,,,
"May 25, 2013",052013,052013,0,,,
"May 26, 2013",052013,052013,0,,,
"May 27, 2013",052013,052013,0,,,
"May 28, 2013",052013,052013,0,,,
"May 29, 2013",052013,052013,0,,,
"May 30, 2013",052013,052013,0,,,
"May 31, 2013",052013,052013,0,,,
"June 1, 2013",062013,062013,0,,,
"June 2, 2013",062013,062013,0,,,
"June 3, 2013",062013,062013,0,,,
"June 4, 2013",062013,062013,0,,,
"June 5, 2013",062013,062013,0,,,
"June 6, 2013",062013,062013,0,,,
"June 7, 2013",062013,062013,0,,,
"June 8, 2013",062013,062013,0,,,
"June 9, 2013",062013,062013,0,,,
"June 10, 2013",062013,062013,0,,,
"June 11, 2013",062013,062013,0,,,
"June 12, 2013",062013,062013,0,,,
"June 13, 2013",062013,062013,0,,,
"June 14, 2013",062013,062013,0,,,
"June 15, 2013",062013,062013,0,,,
"June 16, 2013",062013,062013,0,,,
"June 17, 2013",062013,062013,0,,,
"June 18, 2013",062013,062013,0,,,
"June 19, 2013",062013,062013,0,,,
"June 20, 2013",062013,062013,0,,,
"June 21, 2013",062013,062013,0,,,
"June 22, 2013",062013,062013,0,,,
"June 23, 2013",062013,062013,0,,,
"June 24, 2013",062013,062013,0,,,
"June 25, 2013",062013,062013,0,,,
"June 26, 2013",062013,062013,0,,,
"June 27, 2013",062013,062013,0,,,
"June 28, 2013",062013,062013,0,,,
"June 29, 2013",062013,062013,0,,,
"June 30, 2013",062013,062013,0,,,
"July 1, 2013",072013,072013,0.005,,,
"July 2, 2013",072013,072013,0,,,
"July 3, 2013",072013,072013,0,,,
"July 4, 2013",072013,072013,0,,,
"July 5, 2013",072013,072013,0,,,
"July 6, 2013",072013,072013,0,,,
"July 7, 2013",072013,072013,0,,,
"July 8, 2013",072013,072013,0,,,
"July 9, 2013",072013,072013,0,,,
"July 10, 2013",072013,072013,0,,,
"July 11, 2013",072013,072013,0.02875,,,
"July 12, 2013",072013,072013,0.0175,,,
"July 13, 2013",072013,072013,0,,,
"July 14, 2013",072013,072013,0,,,
"July 15, 2013",072013,072013,0,,,
"July 16, 2013",072013,072013,0.012857143,,,
"July 17, 2013",072013,072013,0.002857143,,,
"July 18, 2013",072013,072013,0,,,
"July 19, 2013",072013,072013,0.175,,,
"July 20, 2013",072013,072013,0.1,,,
"July 21, 2013",072013,072013,0.9075,,,
"July 22, 2013",072013,072013,0.0025,,,
"July 23, 2013",072013,072013,0,,,
"July 24, 2013",072013,072013,0.022857143,,,
"July 25, 2013",072013,072013,0.14,,,
"July 26, 2013",072013,072013,0.08,,,
"July 27, 2013",072013,072013,0.0325,,,
"July 28, 2013",072013,072013,0,,,
"July 29, 2013",072013,072013,0,,,
"July 30, 2013",072013,072013,0,,,
"July 31, 2013",072013,072013,0,,,
"August 1, 2013",082013,082013,0,,,
"August 2, 2013",082013,082013,0,,,
"August 3, 2013",082013,082013,0,,,
"August 4, 2013",082013,082013,0,,,
"August 5, 2013",082013,082013,0,,,
"August 6, 2013",082013,082013,0.0825,,,
"August 7, 2013",082013,082013,0.01,,,
"August 8, 2013",082013,082013,0,,,
